,Year,Month,Day,Hour,Minute,temp_air,dew_point,dhi,dni,ghi,albedo,pressure,wind_direction,wind_speed,relative_humidity
2006-08-02 01:30:00-05:00,2006,8,2,1,30,26.3,25.1,0.0,0.0,0.0,0.13,1008.0,268.0,2.1,93.12991765721713
2006-08-02 02:30:00-05:00,2006,8,2,2,30,26.0,25.1,0.0,0.0,0.0,0.13,1008.0,267.0,2.0,94.79622941585653
2006-08-02 03:30:00-05:00,2006,8,2,3,30,25.700000000000003,25.1,0.0,0.0,0.0,0.13,1008.0,267.0,2.0,96.49617597783751
2006-08-02 04:30:00-05:00,2006,8,2,4,30,25.700000000000003,25.0,0.0,0.0,0.0,0.13,1008.0,267.0,1.9,95.92276999763611
2006-08-02 05:30:00-05:00,2006,8,2,5,30,26.4,25.0,35.0,176.0,53.0,0.13,1008.0,265.0,2.0,92.03168153578636
2006-08-02 06:30:00-05:00,2006,8,2,6,30,27.9,25.1,81.0,464.0,214.0,0.13,1008.0,267.0,2.1,84.78143629241603
2006-08-02 07:30:00-05:00,2006,8,2,7,30,29.700000000000003,25.200000000000003,108.0,624.0,401.0,0.13,1009.0,275.0,2.1,76.83732859422055
2006-08-02 08:30:00-05:00,2006,8,2,8,30,31.3,24.9,126.0,718.0,580.0,0.13,1008.0,277.0,1.8,68.86940145220579
2006-08-02 09:30:00-05:00,2006,8,2,9,30,32.4,24.6,138.0,773.0,731.0,0.13,1008.0,266.0,1.7000000000000002,63.55687480524881
2006-08-02 10:30:00-05:00,2006,8,2,10,30,33.2,24.200000000000003,170.0,766.0,832.0,0.13,1008.0,252.0,1.8,59.31965677552184
2006-08-02 11:30:00-05:00,2006,8,2,11,30,33.6,23.8,178.0,776.0,887.0,0.13,1007.0,242.0,2.0,56.62730960741225
2006-08-02 12:30:00-05:00,2006,8,2,12,30,33.800000000000004,23.6,179.0,775.0,888.0,0.13,1007.0,238.0,2.3000000000000003,55.32716146910152
2006-08-02 13:30:00-05:00,2006,8,2,13,30,33.7,23.5,194.0,729.0,826.0,0.13,1006.0,237.0,2.5,55.30304210013647
2006-08-02 14:30:00-05:00,2006,8,2,14,30,33.4,23.6,185.0,690.0,720.0,0.13,1006.0,240.0,2.7,56.579859359378176
2006-08-02 15:30:00-05:00,2006,8,2,15,30,32.9,23.8,168.0,631.0,574.0,0.13,1006.0,245.0,2.8000000000000003,58.895913920545624
2006-08-02 16:30:00-05:00,2006,8,2,16,30,32.0,24.200000000000003,138.0,550.0,402.0,0.13,1006.0,250.0,2.8000000000000003,63.471858574485616
2006-08-02 17:30:00-05:00,2006,8,2,17,30,30.8,24.8,97.0,411.0,220.0,0.13,1006.0,253.0,2.7,70.43939306440934
2006-08-02 18:30:00-05:00,2006,8,2,18,30,29.6,25.1,41.0,172.0,60.0,0.13,1006.0,253.0,2.5,76.82235153000387
2006-08-02 19:30:00-05:00,2006,8,2,19,30,28.700000000000003,25.0,0.0,0.0,0.0,0.13,1006.0,252.0,2.4000000000000004,80.44485528314186
2006-08-02 20:30:00-05:00,2006,8,2,20,30,28.200000000000003,24.9,0.0,0.0,0.0,0.13,1006.0,251.0,2.4000000000000004,82.32425179637455
2006-08-02 21:30:00-05:00,2006,8,2,21,30,27.700000000000003,24.6,0.0,0.0,0.0,0.13,1006.0,249.0,2.4000000000000004,83.25525607100099
2006-08-02 22:30:00-05:00,2006,8,2,22,30,27.1,24.4,0.0,0.0,0.0,0.13,1006.0,246.0,2.5,85.20698689047646
2006-08-02 23:30:00-05:00,2006,8,2,23,30,26.700000000000003,24.200000000000003,0.0,0.0,0.0,0.13,1005.0,245.0,2.8000000000000003,86.19488242030222
2006-08-03 00:30:00-05:00,2006,8,3,0,30,26.200000000000003,24.0,0.0,0.0,0.0,0.13,1005.0,246.0,3.0,87.71536280863872
2006-08-03 01:30:00-05:00,2006,8,3,1,30,25.700000000000003,23.9,0.0,0.0,0.0,0.13,1005.0,249.0,3.0,89.80932037982814
2006-08-03 02:30:00-05:00,2006,8,3,2,30,25.3,23.9,0.0,0.0,0.0,0.13,1005.0,251.0,2.9000000000000004,91.968755804557
2006-08-03 03:30:00-05:00,2006,8,3,3,30,25.1,23.8,0.0,0.0,0.0,0.13,1005.0,250.0,2.8000000000000003,92.51232311742584
2006-08-03 04:30:00-05:00,2006,8,3,4,30,25.1,23.8,0.0,0.0,0.0,0.13,1005.0,249.0,2.9000000000000004,92.51232311742584
2006-08-03 05:30:00-05:00,2006,8,3,5,30,25.8,23.8,33.0,201.0,53.0,0.13,1005.0,249.0,3.0,88.7431341272108
2006-08-03 06:30:00-05:00,2006,8,3,6,30,27.4,23.9,74.0,509.0,218.0,0.13,1005.0,252.0,3.0,81.24686676192344
2006-08-03 07:30:00-05:00,2006,8,3,7,30,29.200000000000003,24.1,97.0,668.0,409.0,0.13,1005.0,260.0,3.0,74.05289841666962
2006-08-03 08:30:00-05:00,2006,8,3,8,30,30.6,24.3,111.0,758.0,589.0,0.13,1005.0,264.0,2.7,69.14973459026399
2006-08-03 09:30:00-05:00,2006,8,3,9,30,31.8,24.1,120.0,812.0,742.0,0.13,1005.0,261.0,2.5,63.8112717184718
2006-08-03 10:30:00-05:00,2006,8,3,10,30,32.7,23.700000000000003,131.0,833.0,849.0,0.13,1004.0,256.0,2.4000000000000004,59.20541961588445
2006-08-03 11:30:00-05:00,2006,8,3,11,30,33.300000000000004,23.4,136.0,843.0,905.0,0.13,1004.0,253.0,2.4000000000000004,56.21600290190254
2006-08-03 12:30:00-05:00,2006,8,3,12,30,33.6,23.200000000000003,139.0,838.0,904.0,0.13,1004.0,252.0,2.5,54.615310668155004
2006-08-03 13:30:00-05:00,2006,8,3,13,30,33.6,23.1,148.0,801.0,842.0,0.13,1004.0,254.0,2.5,54.286136491691046
2006-08-03 14:30:00-05:00,2006,8,3,14,30,33.4,23.200000000000003,145.0,758.0,731.0,0.13,1004.0,259.0,2.5,55.2305871611679
2006-08-03 15:30:00-05:00,2006,8,3,15,30,32.9,23.4,137.0,691.0,580.0,0.13,1004.0,267.0,2.4000000000000004,57.493491165604546
2006-08-03 16:30:00-05:00,2006,8,3,16,30,32.1,23.8,258.0,116.0,313.0,0.13,1005.0,275.0,2.3000000000000003,61.61518051333747
2006-08-03 17:30:00-05:00,2006,8,3,17,30,30.8,24.3,154.0,68.0,174.0,0.13,1005.0,278.0,2.0,68.3636475303181
2006-08-03 18:30:00-05:00,2006,8,3,18,30,29.3,24.9,44.0,31.0,47.0,0.13,1005.0,278.0,1.7000000000000002,77.23698429853539
2006-08-03 19:30:00-05:00,2006,8,3,19,30,28.1,24.9,0.0,0.0,0.0,0.13,1006.0,278.0,1.6,82.80514953816953
2006-08-03 20:30:00-05:00,2006,8,3,20,30,27.4,24.9,0.0,0.0,0.0,0.13,1006.0,279.0,1.6,86.26141932109293
2006-08-03 21:30:00-05:00,2006,8,3,21,30,26.8,24.9,0.0,0.0,0.0,0.13,1006.0,278.0,1.4,89.35362019731149
2006-08-03 22:30:00-05:00,2006,8,3,22,30,26.3,24.8,0.0,0.0,0.0,0.13,1006.0,273.0,1.2000000000000002,91.47833382948507
2006-08-03 23:30:00-05:00,2006,8,3,23,30,25.9,24.700000000000003,0.0,0.0,0.0,0.13,1005.0,264.0,1.2000000000000002,93.11014344969657
2006-08-04 00:30:00-05:00,2006,8,4,0,30,25.6,24.5,0.0,0.0,0.0,0.13,1005.0,257.0,1.2000000000000002,93.65426798917832
2006-08-04 01:30:00-05:00,2006,8,4,1,30,25.3,24.4,0.0,0.0,0.0,0.13,1005.0,251.0,1.2000000000000002,94.76972360653298
2006-08-04 02:30:00-05:00,2006,8,4,2,30,25.0,24.200000000000003,0.0,0.0,0.0,0.13,1005.0,246.0,1.2000000000000002,95.32858149219174
2006-08-04 03:30:00-05:00,2006,8,4,3,30,24.700000000000003,24.0,0.0,0.0,0.0,0.13,1005.0,245.0,1.3,95.89285259431945
2006-08-04 04:30:00-05:00,2006,8,4,4,30,24.8,23.9,0.0,0.0,0.0,0.13,1005.0,248.0,1.4,94.75066788099174
2006-08-04 05:30:00-05:00,2006,8,4,5,30,25.4,23.9,34.0,0.0,34.0,0.13,1005.0,252.0,1.6,91.42347038708563
2006-08-04 06:30:00-05:00,2006,8,4,6,30,26.6,24.0,99.0,350.0,198.0,0.13,1005.0,262.0,1.7000000000000002,85.66937200749227
2006-08-04 07:30:00-05:00,2006,8,4,7,30,28.1,23.6,241.0,218.0,342.0,0.13,1005.0,276.0,1.8,76.5960424286717
2006-08-04 08:30:00-05:00,2006,8,4,8,30,29.3,22.6,310.0,334.0,520.0,0.13,1005.0,282.0,2.0,67.25267994254543
2006-08-04 09:30:00-05:00,2006,8,4,9,30,30.1,22.200000000000003,184.0,678.0,702.0,0.13,1005.0,283.0,2.0,62.68175525919579
2006-08-04 10:30:00-05:00,2006,8,4,10,30,30.700000000000003,22.3,165.0,762.0,820.0,0.13,1005.0,285.0,2.1,60.93346493940683
2006-08-04 11:30:00-05:00,2006,8,4,11,30,31.1,22.3,411.0,396.0,772.0,0.13,1005.0,290.0,2.2,59.557955848771435
2006-08-04 12:30:00-05:00,2006,8,4,12,30,31.200000000000003,22.3,419.0,374.0,760.0,0.13,1005.0,299.0,2.2,59.21957420723001
2006-08-04 13:30:00-05:00,2006,8,4,13,30,30.9,22.0,357.0,42.0,394.0,0.13,1006.0,313.0,2.3000000000000003,59.15047964675386
2006-08-04 14:30:00-05:00,2006,8,4,14,30,30.4,21.700000000000003,338.0,188.0,483.0,0.13,1006.0,329.0,2.6,59.761586570929204
2006-08-04 15:30:00-05:00,2006,8,4,15,30,29.8,21.3,113.0,759.0,597.0,0.13,1007.0,343.0,2.9000000000000004,60.360135587376355
2006-08-04 16:30:00-05:00,2006,8,4,16,30,29.1,20.8,182.0,332.0,339.0,0.13,1007.0,352.0,3.1,60.94689353706224
2006-08-04 17:30:00-05:00,2006,8,4,17,30,28.1,20.4,120.0,295.0,207.0,0.13,1008.0,178.0,2.9000000000000004,63.0169550964077
2006-08-04 18:30:00-05:00,2006,8,4,18,30,26.700000000000003,20.6,34.0,2.0,35.0,0.13,1009.0,1.0,2.4000000000000004,69.25086088259381
2006-08-04 19:30:00-05:00,2006,8,4,19,30,25.5,20.5,0.0,0.0,0.0,0.13,1010.0,180.0,1.9,73.88675978058711
2006-08-04 20:30:00-05:00,2006,8,4,20,30,24.9,20.5,0.0,0.0,0.0,0.13,1010.0,355.0,1.6,76.57369877898182
2006-08-04 21:30:00-05:00,2006,8,4,21,30,24.3,20.5,0.0,0.0,0.0,0.13,1011.0,348.0,1.5,79.37107498006698
2006-08-04 22:30:00-05:00,2006,8,4,22,30,23.8,20.4,0.0,0.0,0.0,0.13,1011.0,341.0,1.7000000000000002,81.28712563035198
2006-08-04 23:30:00-05:00,2006,8,4,23,30,23.200000000000003,20.200000000000003,0.0,0.0,0.0,0.13,1011.0,334.0,1.9,83.2468993125857
2006-08-05 00:30:00-05:00,2006,8,5,0,30,22.6,19.9,0.0,0.0,0.0,0.13,1011.0,329.0,2.0,84.73979851905557
2006-08-05 01:30:00-05:00,2006,8,5,1,30,22.0,19.6,0.0,0.0,0.0,0.13,1011.0,325.0,2.1,86.27000529494885
2006-08-05 02:30:00-05:00,2006,8,5,2,30,21.5,19.4,0.0,0.0,0.0,0.13,1012.0,328.0,2.2,87.84730040755132
2006-08-05 03:30:00-05:00,2006,8,5,3,30,21.200000000000003,19.0,0.0,0.0,0.0,0.13,1012.0,337.0,2.5,87.27539067331126
2006-08-05 04:30:00-05:00,2006,8,5,4,30,21.3,18.6,0.0,0.0,0.0,0.13,1013.0,343.0,2.7,84.60084509471197
2006-08-05 05:30:00-05:00,2006,8,5,5,30,22.1,18.4,29.0,279.0,54.0,0.13,1013.0,347.0,3.0,79.56110882943427
2006-08-05 06:30:00-05:00,2006,8,5,6,30,23.8,18.3,63.0,583.0,226.0,0.13,1014.0,353.0,3.1,71.33084735569012
2006-08-05 07:30:00-05:00,2006,8,5,7,30,25.700000000000003,18.4,83.0,728.0,420.0,0.13,1014.0,179.0,2.7,64.0781341978133
2006-08-05 08:30:00-05:00,2006,8,5,8,30,27.4,18.6,98.0,811.0,606.0,0.13,1014.0,180.0,2.0,58.69949898238575
2006-08-05 09:30:00-05:00,2006,8,5,9,30,28.6,18.4,107.0,859.0,761.0,0.13,1014.0,352.0,1.3,54.0513658018571
2006-08-05 10:30:00-05:00,2006,8,5,10,30,29.6,18.1,103.0,903.0,877.0,0.13,1014.0,332.0,0.8,50.062524021445526
2006-08-05 11:30:00-05:00,2006,8,5,11,30,30.200000000000003,17.2,107.0,915.0,938.0,0.13,1014.0,304.0,0.6000000000000001,45.697505344837055
2006-08-05 12:30:00-05:00,2006,8,5,12,30,30.6,16.400000000000002,107.0,915.0,939.0,0.13,1014.0,278.0,0.5,42.45189969098433
2006-08-05 13:30:00-05:00,2006,8,5,13,30,30.700000000000003,16.3,113.0,886.0,877.0,0.13,1014.0,266.0,0.5,41.94195239336621
2006-08-05 14:30:00-05:00,2006,8,5,14,30,30.5,16.3,109.0,856.0,767.0,0.13,1014.0,267.0,0.5,42.424581205000884
2006-08-05 15:30:00-05:00,2006,8,5,15,30,30.1,16.3,100.0,805.0,612.0,0.13,1014.0,265.0,0.4,43.4087455851468
2006-08-05 16:30:00-05:00,2006,8,5,16,30,29.3,16.6,85.0,730.0,430.0,0.13,1014.0,225.0,0.3,46.331116052410785
2006-08-05 17:30:00-05:00,2006,8,5,17,30,27.9,17.1,65.0,587.0,235.0,0.13,1014.0,180.0,0.4,51.87296188416213
2006-08-05 18:30:00-05:00,2006,8,5,18,30,26.1,18.4,43.0,2.0,43.0,0.13,1015.0,167.0,0.5,62.577992748759485
2006-08-05 19:30:00-05:00,2006,8,5,19,30,24.9,18.7,0.0,0.0,0.0,0.13,1016.0,144.0,0.5,68.47536251452439
2006-08-05 20:30:00-05:00,2006,8,5,20,30,24.200000000000003,19.3,0.0,0.0,0.0,0.13,1016.0,102.0,0.5,74.1270413690411
2006-08-05 21:30:00-05:00,2006,8,5,21,30,23.6,19.700000000000003,0.0,0.0,0.0,0.13,1016.0,70.0,0.7000000000000001,78.78382747791223
2006-08-05 22:30:00-05:00,2006,8,5,22,30,23.1,19.8,0.0,0.0,0.0,0.13,1017.0,57.0,1.2000000000000002,81.7031130094773
2006-08-05 23:30:00-05:00,2006,8,5,23,30,22.700000000000003,19.8,0.0,0.0,0.0,0.13,1017.0,49.0,1.7000000000000002,83.70670756814528
2006-08-06 00:30:00-05:00,2006,8,6,0,30,22.3,19.6,0.0,0.0,0.0,0.13,1017.0,41.0,2.2,84.70789430836359
2006-08-06 01:30:00-05:00,2006,8,6,1,30,21.9,19.5,0.0,0.0,0.0,0.13,1017.0,37.0,2.7,86.26034196869891
2006-08-06 02:30:00-05:00,2006,8,6,2,30,21.4,19.4,0.0,0.0,0.0,0.13,1018.0,37.0,3.0,88.38686960542145
2006-08-06 03:30:00-05:00,2006,8,6,3,30,21.0,19.3,0.0,0.0,0.0,0.13,1018.0,38.0,3.1,90.0208599173631
2006-08-06 04:30:00-05:00,2006,8,6,4,30,21.1,19.3,0.0,0.0,0.0,0.13,1019.0,44.0,3.4000000000000004,89.46965494452408
2006-08-06 05:30:00-05:00,2006,8,6,5,30,22.0,19.5,28.0,242.0,50.0,0.13,1019.0,54.0,3.8,85.73573371041087
2006-08-06 06:30:00-05:00,2006,8,6,6,30,23.6,19.6,64.0,546.0,215.0,0.13,1019.0,65.0,3.9,78.29628816720248
2006-08-06 07:30:00-05:00,2006,8,6,7,30,25.200000000000003,19.5,162.0,463.0,375.0,0.13,1019.0,78.0,3.8,70.70123925097192
2006-08-06 08:30:00-05:00,2006,8,6,8,30,26.4,19.5,329.0,163.0,430.0,0.13,1020.0,90.0,3.5,65.84749176476915
2006-08-06 09:30:00-05:00,2006,8,6,9,30,27.200000000000003,19.5,339.0,386.0,633.0,0.13,1020.0,99.0,3.2,62.820266404062636
2006-08-06 10:30:00-05:00,2006,8,6,10,30,27.8,19.5,310.0,578.0,805.0,0.13,1020.0,106.0,3.0,60.6525992163582
2006-08-06 11:30:00-05:00,2006,8,6,11,30,28.1,19.5,142.0,832.0,896.0,0.13,1019.0,111.0,2.9000000000000004,59.60045138513241
2006-08-06 12:30:00-05:00,2006,8,6,12,30,28.200000000000003,19.5,141.0,832.0,897.0,0.13,1019.0,115.0,2.9000000000000004,59.25431684348945
2006-08-06 13:30:00-05:00,2006,8,6,13,30,28.1,19.5,161.0,781.0,832.0,0.13,1019.0,119.0,3.0,59.60045138513241
2006-08-06 14:30:00-05:00,2006,8,6,14,30,27.9,19.6,370.0,343.0,632.0,0.13,1018.0,121.0,3.0,60.67533927878387
2006-08-06 15:30:00-05:00,2006,8,6,15,30,27.4,19.8,281.0,25.0,297.0,0.13,1018.0,123.0,3.1,63.25524054133917
2006-08-06 16:30:00-05:00,2006,8,6,16,30,26.8,20.0,239.0,227.0,346.0,0.13,1018.0,128.0,3.2,66.33971808609334
2006-08-06 17:30:00-05:00,2006,8,6,17,30,25.9,20.200000000000003,151.0,108.0,182.0,0.13,1018.0,134.0,3.3000000000000003,70.8301719640559
2006-08-06 18:30:00-05:00,2006,8,6,18,30,24.9,20.700000000000003,36.0,144.0,50.0,0.13,1018.0,140.0,3.2,77.52336986984166
2006-08-06 19:30:00-05:00,2006,8,6,19,30,24.3,21.3,0.0,0.0,0.0,0.13,1018.0,150.0,3.0,83.37305784293329
2006-08-06 20:30:00-05:00,2006,8,6,20,30,23.9,21.9,0.0,0.0,0.0,0.13,1018.0,164.0,2.9000000000000004,88.59128590684051
2006-08-06 21:30:00-05:00,2006,8,6,21,30,23.6,22.3,0.0,0.0,0.0,0.13,1018.0,176.0,2.8000000000000003,92.43092253264987
2006-08-06 22:30:00-05:00,2006,8,6,22,30,23.3,22.5,0.0,0.0,0.0,0.13,1018.0,185.0,2.7,95.27010681771513
2006-08-06 23:30:00-05:00,2006,8,6,23,30,23.1,22.5,0.0,0.0,0.0,0.13,1017.0,191.0,2.8000000000000003,96.42854833484094
2006-08-07 00:30:00-05:00,2006,8,7,0,30,23.0,22.3,0.0,0.0,0.0,0.13,1017.0,197.0,2.9000000000000004,95.84123754804762
2006-08-07 01:30:00-05:00,2006,8,7,1,30,22.9,22.1,0.0,0.0,0.0,0.13,1017.0,201.0,2.9000000000000004,95.25618988736356
2006-08-07 02:30:00-05:00,2006,8,7,2,30,22.9,21.9,0.0,0.0,0.0,0.13,1016.0,203.0,2.9000000000000004,94.1015097789341
2006-08-07 03:30:00-05:00,2006,8,7,3,30,22.8,21.9,0.0,0.0,0.0,0.13,1016.0,202.0,2.9000000000000004,94.67340418187906
2006-08-07 04:30:00-05:00,2006,8,7,4,30,22.9,21.9,0.0,0.0,0.0,0.13,1016.0,203.0,3.0,94.1015097789341
2006-08-07 05:30:00-05:00,2006,8,7,5,30,23.1,22.0,31.0,82.0,39.0,0.13,1016.0,207.0,3.1,93.53820390346667
2006-08-07 06:30:00-05:00,2006,8,7,6,30,23.5,22.200000000000003,40.0,0.0,40.0,0.13,1016.0,215.0,2.9000000000000004,92.42544936330575
2006-08-07 07:30:00-05:00,2006,8,7,7,30,24.1,22.1,225.0,130.0,285.0,0.13,1015.0,220.0,2.8000000000000003,88.60741087899375
2006-08-07 08:30:00-05:00,2006,8,7,8,30,25.6,21.700000000000003,329.0,64.0,369.0,0.13,1015.0,217.0,3.0,79.06506679753222
2006-08-07 09:30:00-05:00,2006,8,7,9,30,27.5,21.4,192.0,667.0,697.0,0.13,1014.0,212.0,3.0,69.40302102312288
2006-08-07 10:30:00-05:00,2006,8,7,10,30,29.0,21.6,258.0,624.0,790.0,0.13,1013.0,210.0,3.1,64.38421540041372
2006-08-07 11:30:00-05:00,2006,8,7,11,30,29.9,21.9,252.0,663.0,852.0,0.13,1013.0,207.0,3.2,62.25726033370527
2006-08-07 12:30:00-05:00,2006,8,7,12,30,30.4,22.200000000000003,436.0,411.0,808.0,0.13,1012.0,203.0,3.5,61.612476228487665
2006-08-07 13:30:00-05:00,2006,8,7,13,30,30.4,22.4,491.0,290.0,740.0,0.13,1012.0,204.0,3.6,62.366778047992696
2006-08-07 14:30:00-05:00,2006,8,7,14,30,30.3,22.5,106.0,0.0,106.0,0.13,1011.0,207.0,3.6,63.10759818323487
2006-08-07 15:30:00-05:00,2006,8,7,15,30,29.9,22.6,311.0,30.0,330.0,0.13,1011.0,212.0,3.4000000000000004,64.96706758433933
2006-08-07 16:30:00-05:00,2006,8,7,16,30,29.200000000000003,22.700000000000003,144.0,1.0,144.0,0.13,1011.0,215.0,3.3000000000000003,68.05407215136654
2006-08-07 17:30:00-05:00,2006,8,7,17,30,28.1,23.1,116.0,265.0,191.0,0.13,1011.0,214.0,3.3000000000000003,74.31879400941989
2006-08-07 18:30:00-05:00,2006,8,7,18,30,26.9,23.5,33.0,66.0,39.0,0.13,1011.0,213.0,3.3000000000000003,81.67507763929301
2006-08-07 19:30:00-05:00,2006,8,7,19,30,26.1,23.6,0.0,0.0,0.0,0.13,1011.0,213.0,3.4000000000000004,86.13747643531566
2006-08-07 20:30:00-05:00,2006,8,7,20,30,25.6,23.8,0.0,0.0,0.0,0.13,1011.0,214.0,3.3000000000000003,89.80210863866971
2006-08-07 21:30:00-05:00,2006,8,7,21,30,25.200000000000003,24.0,0.0,0.0,0.0,0.13,1011.0,219.0,3.1,93.07533521182421
2006-08-07 22:30:00-05:00,2006,8,7,22,30,24.9,24.0,0.0,0.0,0.0,0.13,1011.0,227.0,2.8000000000000003,94.75448726934127
2006-08-07 23:30:00-05:00,2006,8,7,23,30,24.6,24.0,0.0,0.0,0.0,0.13,1010.0,237.0,2.5,96.46779925124454
2006-08-08 00:30:00-05:00,2006,8,8,0,30,24.4,23.9,0.0,0.0,0.0,0.13,1010.0,252.0,2.3000000000000003,97.04444869586715
2006-08-08 01:30:00-05:00,2006,8,8,1,30,24.200000000000003,23.700000000000003,0.0,0.0,0.0,0.13,1010.0,274.0,2.2,97.04008528800617
2006-08-08 02:30:00-05:00,2006,8,8,2,30,23.8,23.3,0.0,0.0,0.0,0.13,1011.0,299.0,2.4000000000000004,97.03132958424385
2006-08-08 03:30:00-05:00,2006,8,8,3,30,23.200000000000003,22.5,0.0,0.0,0.0,0.13,1011.0,322.0,2.8000000000000003,95.8473598805886
2006-08-08 04:30:00-05:00,2006,8,8,4,30,22.8,21.5,0.0,0.0,0.0,0.13,1011.0,331.0,3.1,92.38697279878443
2006-08-08 05:30:00-05:00,2006,8,8,5,30,23.0,20.6,28.0,214.0,46.0,0.13,1012.0,330.0,3.3000000000000003,86.36609614824316
2006-08-08 06:30:00-05:00,2006,8,8,6,30,24.0,19.6,64.0,564.0,218.0,0.13,1012.0,331.0,3.6,76.43466615514889
2006-08-08 07:30:00-05:00,2006,8,8,7,30,25.4,18.2,78.0,750.0,420.0,0.13,1012.0,335.0,3.7,64.41670362294133
2006-08-08 08:30:00-05:00,2006,8,8,8,30,26.700000000000003,17.1,87.0,845.0,612.0,0.13,1012.0,337.0,3.5,55.652799964805475
2006-08-08 09:30:00-05:00,2006,8,8,9,30,27.700000000000003,16.5,95.0,891.0,768.0,0.13,1012.0,340.0,3.2,50.522056972573516
2006-08-08 10:30:00-05:00,2006,8,8,10,30,28.4,16.3,104.0,909.0,878.0,0.13,1012.0,346.0,2.8000000000000003,47.88872979650521
2006-08-08 11:30:00-05:00,2006,8,8,11,30,28.700000000000003,16.400000000000002,322.0,608.0,870.0,0.13,1012.0,350.0,2.4000000000000004,47.3622064078446
2006-08-08 12:30:00-05:00,2006,8,8,12,30,29.0,16.7,462.0,306.0,738.0,0.13,1012.0,350.0,2.0,47.44214495265548
2006-08-08 13:30:00-05:00,2006,8,8,13,30,29.1,16.8,292.0,636.0,836.0,0.13,1012.0,348.0,1.9,47.46876089056087
2006-08-08 14:30:00-05:00,2006,8,8,14,30,29.1,16.8,355.0,378.0,643.0,0.13,1012.0,345.0,1.8,47.46876089056087
2006-08-08 15:30:00-05:00,2006,8,8,15,30,28.700000000000003,16.7,101.0,801.0,603.0,0.13,1012.0,345.0,1.8,48.27407421976461
2006-08-08 16:30:00-05:00,2006,8,8,16,30,27.9,16.7,87.0,717.0,419.0,0.13,1012.0,348.0,1.9,50.574087686834034
2006-08-08 17:30:00-05:00,2006,8,8,17,30,26.700000000000003,16.8,66.0,566.0,224.0,0.13,1013.0,176.0,2.1,54.60475414191785
2006-08-08 18:30:00-05:00,2006,8,8,18,30,25.3,17.1,28.0,282.0,54.0,0.13,1014.0,7.0,2.6,60.46015845693659
2006-08-08 19:30:00-05:00,2006,8,8,19,30,23.9,16.8,0.0,0.0,0.0,0.14,1014.0,17.0,3.2,64.50188502130852
2006-08-08 20:30:00-05:00,2006,8,8,20,30,22.8,16.7,0.0,0.0,0.0,0.14,1015.0,22.0,3.4000000000000004,68.49406925058416
2006-08-08 21:30:00-05:00,2006,8,8,21,30,21.9,16.8,0.0,0.0,0.0,0.14,1015.0,23.0,3.2,72.80838556642742
2006-08-08 22:30:00-05:00,2006,8,8,22,30,21.3,16.7,0.0,0.0,0.0,0.14,1015.0,18.0,2.9000000000000004,75.05211048629229
2006-08-08 23:30:00-05:00,2006,8,8,23,30,20.8,16.7,0.0,0.0,0.0,0.14,1015.0,15.0,2.7,77.39268154070301
2006-08-09 00:30:00-05:00,2006,8,9,0,30,20.200000000000003,16.6,0.0,0.0,0.0,0.14,1015.0,15.0,2.6,79.8017848842684
2006-08-09 01:30:00-05:00,2006,8,9,1,30,19.8,16.7,0.0,0.0,0.0,0.14,1015.0,17.0,2.7,82.32392925577574
2006-08-09 02:30:00-05:00,2006,8,9,2,30,19.4,16.8,0.0,0.0,0.0,0.14,1016.0,21.0,2.8000000000000003,84.93178225244176
2006-08-09 03:30:00-05:00,2006,8,9,3,30,19.0,16.8,0.0,0.0,0.0,0.14,1016.0,25.0,2.9000000000000004,87.07448068709037
2006-08-09 04:30:00-05:00,2006,8,9,4,30,18.9,16.8,0.0,0.0,0.0,0.14,1017.0,31.0,3.0,87.61959078824744
2006-08-09 05:30:00-05:00,2006,8,9,5,30,19.9,16.8,25.0,304.0,49.0,0.14,1017.0,36.0,3.1,82.33618020954235
2006-08-09 06:30:00-05:00,2006,8,9,6,30,21.9,16.5,55.0,629.0,224.0,0.14,1017.0,44.0,3.0,71.43412850987252
2006-08-09 07:30:00-05:00,2006,8,9,7,30,23.9,14.7,70.0,780.0,424.0,0.14,1017.0,48.0,2.5,56.394699387726995
2006-08-09 08:30:00-05:00,2006,8,9,8,30,25.200000000000003,13.4,82.0,857.0,612.0,0.14,1017.0,45.0,1.8,47.959290352447745
2006-08-09 09:30:00-05:00,2006,8,9,9,30,26.200000000000003,12.6,91.0,900.0,770.0,0.14,1017.0,44.0,1.2000000000000002,42.89549397809907
2006-08-09 10:30:00-05:00,2006,8,9,10,30,26.9,12.0,104.0,915.0,881.0,0.14,1016.0,65.0,0.7000000000000001,39.570715704713486
2006-08-09 11:30:00-05:00,2006,8,9,11,30,27.5,11.5,108.0,926.0,941.0,0.14,1016.0,115.0,0.6000000000000001,36.96249660860967
2006-08-09 12:30:00-05:00,2006,8,9,12,30,27.9,11.4,109.0,921.0,940.0,0.14,1015.0,157.0,1.0,35.87046307888004
2006-08-09 13:30:00-05:00,2006,8,9,13,30,28.1,11.9,113.0,899.0,880.0,0.14,1015.0,169.0,1.5,36.64476161483069
2006-08-09 14:30:00-05:00,2006,8,9,14,30,28.0,12.4,188.0,677.0,702.0,0.14,1014.0,175.0,2.0,38.09138905181467
2006-08-09 15:30:00-05:00,2006,8,9,15,30,27.700000000000003,12.8,191.0,566.0,545.0,0.14,1014.0,179.0,2.5,39.794118063169925
