wavelength_nm,eqe_top,eqe_bot
442,0.9042157103481772,0.0
444,0.905141066896593,0.0
446,0.9054257919884132,0.0
448,0.9054257919884132,0.0
450,0.9054257919884132,0.0
452,0.9054257919884132,0.0
454,0.9057105170802336,0.0
456,0.9066358736286494,0.0
458,0.9078459552688856,0.0
460,0.9086289492713912,0.0
462,0.9088424930902564,0.0
464,0.9088424930902564,0.0
466,0.9089848556361666,0.0
468,0.9095543058198072,0.0
470,0.9106932061870882,0.0
472,0.9118321065543692,0.0
474,0.9124727380109646,0.0
476,0.9132557320134704,0.0
478,0.9144658136537064,0.0
480,0.9153911702021222,0.0
482,0.9156758952939426,0.0
484,0.9156758952939426,0.0
486,0.9156758952939426,0.0
488,0.9156758952939426,0.0
490,0.9156758952939426,0.0
492,0.9161029829316728,0.0
494,0.917384245844864,0.0
496,0.9186655087580552,0.0
498,0.9190925963957856,0.0
500,0.9190925963957856,0.0
502,0.9189502338498754,0.0
504,0.9183807836662348,0.0
506,0.9172418832989538,0.0
508,0.9166724331153132,0.0
510,0.9178825147555494,0.0
512,0.919662046579426,0.0
514,0.920587403127842,0.0
516,0.9210856720385272,0.0
518,0.921797484768078,0.0
520,0.9223669349517184,0.0
522,0.9225092974976288,0.0
524,0.9225092974976288,0.0
526,0.9230787476812692,0.0
528,0.9245023731403704,0.0
530,0.9256412735076516,0.0
532,0.9259259985994718,0.0
534,0.9259259985994718,0.0
536,0.9259259985994718,0.0
538,0.9259259985994718,0.0
540,0.9259259985994718,0.0
542,0.9259259985994718,0.0
544,0.9259259985994718,0.0
546,0.9259259985994718,0.0
548,0.9259259985994718,0.0
550,0.9259259985994718,0.0
552,0.9259259985994718,0.0
554,0.9259259985994718,0.0
556,0.9259259985994718,0.0
558,0.9259259985994718,0.0
560,0.9259259985994718,0.0
562,0.9259259985994718,0.0
564,0.9259259985994718,0.0
566,0.9259259985994718,0.0
568,0.9259259985994718,0.0
570,0.9259259985994718,0.0
572,0.9259259985994718,0.0
574,0.9259259985994718,0.0
576,0.9259259985994718,0.0
578,0.9259259985994718,0.0
580,0.9259259985994718,0.0
582,0.9259259985994718,0.0
584,0.9259259985994718,0.0
586,0.9259259985994718,0.0
588,0.9253565484158311,0.0
590,0.92393292295673,0.0
592,0.9227940225894488,0.0
594,0.9225092974976288,0.0
596,0.9225092974976288,0.0
598,0.9225092974976288,0.0
600,0.9225092974976288,0.0
602,0.9225092974976288,0.0
604,0.9225092974976288,0.0
606,0.921939847313988,0.0
608,0.9205162218548868,0.0
610,0.9193773214876058,0.0
612,0.9190925963957856,0.0
614,0.9190925963957856,0.0
616,0.9190925963957856,0.0
618,0.9188790525769204,0.0
620,0.9180960585744146,0.0
622,0.9168859769341784,0.0
624,0.9159606203857628,0.0
626,0.9152488076562122,0.0
628,0.913967544743021,0.0
630,0.9126862818298298,0.0
632,0.9114050189166386,0.0
634,0.9096966683657172,0.0
636,0.9086289492713912,0.0
638,0.9078459552688856,0.0
640,0.9066358736286494,0.0
642,0.9057105170802336,0.0
644,0.9054257919884132,0.0
646,0.905141066896593,0.0
648,0.904002166529312,0.0
650,0.9025785410702108,0.0514470517448856
652,0.9020090908865702,0.0529211793020457
654,0.9020090908865702,0.0543216004813477
656,0.90172436579475,0.0557220216606498
658,0.9005854654274689,0.0571224428399518
660,0.8991618399683677,0.0583754512635379
662,0.8985923897847272,0.0596284596871239
664,0.8985923897847272,0.0610288808664259
666,0.8985923897847272,0.062429302045728
668,0.8977382145092664,0.06382972322503
670,0.8960298639583448,0.0650090252707581
672,0.8951756886828841,0.0656723826714801
674,0.895033326136974,0.0664831528279181
676,0.8944638759533334,0.0677361612515042
678,0.8940367883156031,0.0686943441636582
680,0.8940367883156031,0.0694314079422382
682,0.8933249755860524,0.0707028429602888
684,0.8921860752187714,0.0718084386281588
686,0.891758987581041,0.0718637184115523
688,0.891758987581041,0.0714214801444043
690,0.891758987581041,0.0712556407942238
692,0.8916166250351308,0.0718452918170878
694,0.8910471748514904,0.0730430204572804
696,0.8900506370301196,0.0740012033694344
698,0.8888405553898835,0.0747382671480144
700,0.8873457486578271,0.0760649819494584
702,0.8854238542880405,0.0773916967509025
704,0.8829325097346132,0.0787184115523465
706,0.8800852588164105,0.0807821901323706
708,0.8771668266252529,0.0832882069795427
710,0.8733942191586345,0.0872683513838748
712,0.8683403487788249,0.093017448856799
714,0.8621475780317345,0.0996510228640192
716,0.8536058252771268,0.1089380264741275
718,0.8404474585337192,0.1225
720,0.8219810025785199,0.1373886883273165
722,0.80150113347402,0.1575842358604091
724,0.777948160089009,0.185297833935018
726,0.7474483226216168,0.2122743682310469
728,0.7138306088311441,0.2438439736525429
730,0.6783541724358123,0.285212648046108
732,0.6439558674952424,0.3236097916270821
734,0.6137313171878607,0.3525802774083222
736,0.5644773126402715,0.3973006523529039
738,0.467675199569361,0.4929482551143201
740,0.3498559565741393,0.6120189689024004
742,0.2642960664821524,0.6931425359427449
744,0.2081696327570844,0.7422814142757616
746,0.1573106132306913,0.7934607954905314
748,0.1209725733871311,0.8448962093862815
750,0.105765880774831,0.8806438026474127
752,0.0948229464125392,0.8975962695547532
754,0.0759266911520682,0.9073255114320096
756,0.0555498654141319,0.9166125150421178
758,0.0425664012271282,0.9301744885679905
760,0.0368718993907231,0.947864019253911
762,0.0335975608347901,0.9588462695547532
764,0.029041959365666,0.9627527075812272
766,0.0244863578965419,0.9653324308062574
768,0.0216391069783394,0.9676173285198556
770,0.0185783122412716,0.9699022262334536
772,0.0148057047746533,0.9717448856799036
774,0.0118872725834956,0.9727030685920578
776,0.0105348283973494,0.9738086642599278
778,0.0102501033055292,0.97557761732852
780,0.010036559486664,0.976462093862816
782,0.0093959280300684,0.976462093862816
784,0.0087552965734728,0.976462093862816
786,0.0085417527546076,0.976462093862816
788,0.0085417527546076,0.97668321299639
790,0.0083993902086975,0.977346570397112
792,0.007829940025057,0.9780099277978338
794,0.0071181272955063,0.9782310469314078
796,0.0068334022036861,0.9782310469314078
798,0.0068334022036861,0.9782310469314078
800,0.0068334022036861,0.9782310469314078
802,0.0068334022036861,0.9782310469314078
804,0.0068334022036861,0.9782310469314078
806,0.0068334022036861,0.9782310469314078
808,0.0068334022036861,0.9782310469314078
810,0.0068334022036861,0.9782310469314078
812,0.0068334022036861,0.9782310469314078
814,0.0068334022036861,0.9782310469314078
816,0.0068334022036861,0.9782310469314078
818,0.0068334022036861,0.9782310469314078
820,0.0068334022036861,0.9782310469314078
822,0.0,0.9782310469314078
824,0.0,0.9782310469314078
826,0.0,0.9782310469314078
828,0.0,0.9782310469314078
830,0.0,0.9782310469314078
832,0.0,0.9782310469314078
834,0.0,0.9782310469314078
836,0.0,0.9782310469314078
838,0.0,0.9782310469314078
840,0.0,0.9782310469314078
842,0.0,0.978009927797834
844,0.0,0.977346570397112
846,0.0,0.97668321299639
848,0.0,0.976462093862816
850,0.0,0.976462093862816
852,0.0,0.976462093862816
854,0.0,0.976462093862816
856,0.0,0.976462093862816
858,0.0,0.976462093862816
860,0.0,0.976462093862816
862,0.0,0.976462093862816
864,0.0,0.976462093862816
866,0.0,0.976462093862816
868,0.0,0.976462093862816
870,0.0,0.976462093862816
872,0.0,0.976462093862816
874,0.0,0.976462093862816
876,0.0,0.976462093862816
878,0.0,0.976462093862816
880,0.0,0.976756919374248
882,0.0,0.977936221419976
884,0.0,0.979410348977136
886,0.0,0.98
888,0.0,0.979795890030547
890,0.0,0.9789794501527352
892,0.0,0.9775506803665648
894,0.0,0.9759178006109414
896,0.0,0.974284920855318
898,0.0,0.9726520410996944
900,0.0,0.971019161344071
902,0.0,0.9697945015273536
904,0.0,0.9696811070998796
906,0.0,0.9706392900120336
908,0.0,0.9721871239470518
910,0.0,0.9741771961492178
912,0.0,0.975872442839952
914,0.0,0.976462093862816
916,0.0,0.976167268351384
918,0.0,0.974987966305656
920,0.0,0.9735138387484958
922,0.0,0.9729241877256316
924,0.0,0.9729241877256316
926,0.0,0.9729241877256316
928,0.0,0.9729241877256316
930,0.0,0.9729241877256316
932,0.0,0.9729241877256316
934,0.0,0.9729241877256316
936,0.0,0.9729241877256316
938,0.0,0.9729241877256316
940,0.0,0.9729241877256316
942,0.0,0.9729241877256316
944,0.0,0.9729241877256316
946,0.0,0.9729241877256316
948,0.0,0.9729241877256316
950,0.0,0.9729241877256316
952,0.0,0.9726293622141996
954,0.0,0.9714500601684716
956,0.0,0.9699759326113117
958,0.0,0.9693862815884476
960,0.0,0.9693862815884476
962,0.0,0.9693862815884476
964,0.0,0.9693862815884476
966,0.0,0.9687966305655836
968,0.0,0.9673225030084236
970,0.0,0.9659957882069796
972,0.0,0.9651113116726836
974,0.0,0.9639320096269554
976,0.0,0.9627527075812272
978,0.0,0.9618682310469312
980,0.0,0.9603941034897714
982,0.0,0.9584777376654632
984,0.0,0.9570036101083031
986,0.0,0.9555294825511432
988,0.0,0.9534657039711192
990,0.0,0.951401925391095
992,0.0,0.949338146811071
994,0.0,0.9466847172081828
996,0.0,0.9438838748495788
998,0.0,0.9410830324909748
1000,0.0,0.9382821901323706
1002,0.0,0.9357761732851984
1004,0.0,0.9330490373044524
1006,0.0,0.9295848375451262
1008,0.0,0.9261206377858002
1010,0.0,0.922656438026474
1012,0.0,0.918528880866426
1014,0.0,0.914548736462094
1016,0.0,0.9110108303249096
1018,0.0,0.9074729241877256
1020,0.0,0.9042298435619734
1022,0.0,0.9014290012033692
1024,0.0,0.8986281588447652
1026,0.0,0.8958273164861612
1028,0.0,0.8930264741275571
1030,0.0,0.889783393501805
1032,0.0,0.8860243682310469
1034,0.0,0.8816756919374248
1036,0.0,0.8768847773766546
1038,0.0,0.8720938628158844
1040,0.0,0.8666395908543922
1042,0.0,0.85971119133574
1044,0.0,0.8527827918170878
1046,0.0,0.8458543922984356
1048,0.0,0.8381889290012035
1050,0.0,0.8312605294825511
1052,0.0,0.8240373044524669
1054,0.0,0.8159296028880867
1056,0.0,0.8087063778580024
1058,0.0,0.8010409145607703
1060,0.0,0.7904271961492179
1062,0.0,0.7789290012033694
1064,0.0,0.7689049338146811
1066,0.0,0.7606498194945848
1068,0.0,0.7549007220216607
1070,0.0,0.7501835138387485
1072,0.0,0.7459085439229843
1074,0.0,0.7414861612515041
1076,0.0,0.7330283543922984
1078,0.0,0.7196322202166064
1080,0.0,0.7059044073405536
1082,0.0,0.6943877858002407
1084,0.0,0.6844374247894103
1086,0.0,0.6756663658243082
1088,0.0,0.6654211793020458
1090,0.0,0.6534070397111913
1092,0.0,0.642719614921781
1094,0.0,0.6333589049338147
1096,0.0,0.6235559566787003
1098,0.0,0.613753008423586
1100,0.0,0.6035078219013238
1102,0.0,0.5923044524669073
1104,0.0,0.581617027677497
1106,0.0,0.5704873646209386
1108,0.0,0.5593577015643802
1110,0.0,0.549849578820698
1112,0.0,0.5396780986762937
1114,0.0,0.5270006016847172
1116,0.0,0.5138808664259927
1118,0.0,0.5010559566787004
1120,0.0,0.4874939831528279
1122,0.0,0.4732686522262335
1124,0.0,0.4571269554753309
1126,0.0,0.4405430204572804
1128,0.0,0.4269073405535499
1130,0.0,0.4148194945848375
1132,0.0,0.4012575210589651
1134,0.0,0.3868110709987966
1136,0.0,0.3720697954271961
1138,0.0,0.3570336943441637
1140,0.0,0.3425872442839952
1142,0.0,0.3271089049338146
1144,0.0,0.3111883273164861
1146,0.0,0.2971841155234657
1148,0.0,0.2836221419975933
1150,0.0,0.2688808664259928
1152,0.0,0.2541395908543923
1154,0.0,0.2389560770156438
1156,0.0,0.2224458483754512
1158,0.0,0.2058619133574007
1160,0.0,0.1882460890493381
1162,0.0,0.1701880264741275
1164,0.0,0.153898916967509
1166,0.0,0.1378309265944645
1168,0.0,0.1208784596871239
1170,0.0,0.1056949458483754
1172,0.0,0.092427797833935
1174,0.0,0.0790427196149217
1176,0.0,0.0664536702767749
1178,0.0,0.0548375451263538
1180,0.0,0.0442827918170878
1182,0.0,0.0359687123947051
1184,0.0,0.0297773766546329
1186,0.0,0.0252075812274368
1188,0.0,0.0219645006016847
1190,0.0,0.0196058965102286
1192,0.0,0.0178369434416365
1194,0.0,0.0166576413959085
1196,0.0,0.0120878459687123
1198,0.0,0.0039801444043321
1200,0.0,0.0
