,GHI,DHI,DNI,DryBulb,Wspd,zenith,azimuth,elevation,trackingdata_surface_tilt,trackingdata_surface_azimuth,C,D
1999-01-02 16:30:00-07:00,3.0,0.0,0.0,-5.0,3.0,1.600992588813756,4.2108450080976105,-0.030196262018859193,90.0,,-0.09999999999999998,1.5
1999-01-03 08:30:00-07:00,21.0,0.0,0.0,-9.0,2.2,1.3263723664791882,2.3848247043377415,0.24442396031570823,50.0,90.0,0.016977778440511015,0.8572123903134606
1999-01-03 09:30:00-07:00,206.0,0.0,275.0,-7.0,3.7,1.2047414925436837,2.6033416147362027,0.366054834251213,50.0,90.0,0.016977778440511015,0.8572123903134606
1999-01-03 10:30:00-07:00,169.0,0.0,27.0,-5.0,4.7,1.1234022592608721,2.850722252562084,0.44739406753402455,30.86524431383327,90.0,0.14348967277871788,0.6416237374464954
1999-01-03 11:30:00-07:00,302.0,0.0,203.0,-4.0,5.1000000000000005,1.0917197835627868,3.1181247454118166,0.47907654323210974,2.586595615093733,90.00001013800033,0.377435361462495,0.5010188448470677
1999-01-03 12:30:00-07:00,270.0,0.0,124.0,-4.0,5.1000000000000005,1.1140494318257559,3.387341992641107,0.4567468949691406,26.339007985754698,269.9999987925817,0.17815928400042974,0.603815428106915
1999-01-03 13:30:00-07:00,139.0,0.0,4.0,-4.0,4.800000000000002,1.1872754820517732,3.6392093303173927,0.38352084474312326,49.79134039191141,270.0,0.018150766853547384,0.8544268805302809
1999-01-03 14:30:00-07:00,299.0,0.0,737.0,-4.0,4.1000000000000005,1.302608732573455,3.8629957907822474,0.2681875942214415,50.0,270.0,0.016977778440511015,0.8572123903134606
1999-01-03 15:30:00-07:00,131.0,0.0,322.0,-5.0,2.8000000000000003,1.4496411904925879,4.058060410762446,0.12115513630230865,50.0,270.0,0.016977778440511015,0.8572123903134606
1999-01-03 16:30:00-07:00,20.0,0.0,0.0,-6.0,1.5,1.6014373161647906,4.213556875185665,-0.030640989369894005,90.0,,-0.09999999999999998,1.5
1999-01-04 08:30:00-07:00,90.0,0.0,141.0,-4.0,4.6000000000000005,1.325973688168658,2.3822317760688376,0.24482263862623865,50.0,90.0,0.016977778440511015,0.8572123903134606
1999-01-04 09:30:00-07:00,214.0,0.0,316.0,-2.0,5.1000000000000005,1.203922680007488,2.600754645937118,0.3668736467874084,50.0,90.0,0.016977778440511015,0.8572123903134606
1999-01-04 10:30:00-07:00,282.0,0.0,267.0,0.0,5.4,1.1221137582634582,2.848276502040198,0.4486825685314384,30.98734088458655,90.0,0.14257566149190243,0.6427189260372806
1999-01-04 11:30:00-07:00,231.0,0.0,67.0,0.0,5.9,1.0899718988645999,3.116021626999269,0.4808244279302967,2.8060099773698215,90.0000116439201,0.3755227309045738,0.5011989921958827
1999-01-04 12:30:00-07:00,130.0,0.0,0.0,1.0,6.5,1.1119255389330789,3.3857497011514863,0.4588707878618177,26.072797376059366,270.0,0.18024362053550352,0.6017636531855188
1999-01-04 13:30:00-07:00,354.0,0.0,513.0,1.0,6.7,1.1849003677373322,3.6381713284355675,0.3858959590575643,49.544244659899796,270.0,0.01954637382584251,0.8511393421359732
1999-01-04 14:30:00-07:00,293.0,0.0,677.0,0.0,6.1000000000000005,1.3000988956590203,3.8624434642723533,0.27069743113587624,50.0,270.0,0.016977778440511015,0.8572123903134606
1999-01-04 15:30:00-07:00,81.0,0.0,30.0,0.0,5.4,1.4470782319092377,4.057886301827435,0.12371809488565895,50.0,270.0,0.016977778440511015,0.8572123903134606
1999-01-04 16:30:00-07:00,13.0,0.0,0.0,0.0,5.1000000000000005,1.598867149121617,4.213641687287131,-0.028070822326720465,90.0,,-0.09999999999999998,1.5
1999-01-05 08:30:00-07:00,126.0,0.0,458.0,0.0,4.5,1.3254567932377124,2.3795815773801636,0.24533953355718413,50.0,90.0,0.016977778440511015,0.8572123903134606
1999-01-05 09:30:00-07:00,160.0,0.0,97.0,1.0,5.0,1.202978813428243,2.598129347799878,0.36781751336665364,50.0,90.0,0.016977778440511015,0.8572123903134606
1999-01-05 10:30:00-07:00,265.0,0.0,209.0,3.0,5.4,1.1206960506395967,2.8458186187093806,0.4501002761552999,31.100722202806743,90.0,0.1417279390423103,0.6437394262756987
1999-01-05 11:30:00-07:00,244.0,0.0,83.0,4.0,5.800000000000002,1.0880957448544417,3.1139384556558647,0.4827005819404549,3.0203310846020868,90.00000683018916,0.37365484449724273,0.5013890992352716
1999-01-05 12:30:00-07:00,285.0,0.0,149.0,4.0,6.0,1.1096805697188907,3.384209399393505,0.46111575707600577,25.805805545357,269.99999914622634,0.18233883863453088,0.5997253333942242
1999-01-05 13:30:00-07:00,385.0,0.0,686.0,5.0,5.6000000000000005,1.1824163064988993,3.6372107419564723,0.38838002029599733,49.29286532567,270.0,0.0209734356467422,0.8478071956405354
