Latitude(deg),Longitude(deg),Time Zone,Tilt(deg),PV Azimuth(deg),Hub_Height,Pitch,RowType(first interior last single),TransmissionFactor(open area fraction),sensorsy(# hor rows in panel),PVfrontSurface(glass or ARglass),PVbackSurface(glass or ARglass),Albedo,Tracking,backtracking
39.73,-105.18,-7.0,0,180,0.4,1.5,interior,0.013,6,glass,glass,0.62,True,False
date,DNI,DHI,albedo,decHRs,ghi,inc,zen,azm,pvFrontSH,aveFrontGroundGHI,GTIfrontBroadBand,pvBackSH,aveBackGroundGHI,GTIbackBroadBand,maxShadow,Tamb,VWind,No_1_RowFrontGTI,No_2_RowFrontGTI,No_3_RowFrontGTI,No_4_RowFrontGTI,No_5_RowFrontGTI,No_6_RowFrontGTI,No_1_RowBackGTI,No_2_RowBackGTI,No_3_RowBackGTI,No_4_RowBackGTI,No_5_RowBackGTI,No_6_RowBackGTI,tilt,sazm,height,D
1999-01-01 08:30:00-07:00,65.0,0.0,0.62,8.0,15.701880386589249,48.47597812844463,76.02093250261217,136.927345791574,0.45341300479090196,0.20412444502566054,43.09070985095928,1.0,0.20412444502566054,0.0,1.5,1.0,4.7,0.018203662761722268,0.014417855608161842,11.863247294447307,42.407477521914785,42.40568658720929,42.404055605231285,0.09768755417527619,0.0933102496224479,0.08676730659349983,0.07981215259377192,0.07255588015821712,0.06294738139281865,50.0,90.0,0.016977778440511015,0.8572123903134606
1999-01-01 09:30:00-07:00,503.0,0.0,0.62,9.0,179.44821381594733,53.62489724078015,69.09890260131682,149.45003411792817,0.09768712024810455,2.3328267796073123,298.3137437103829,1.0,2.3328267796073123,0.0,1.5,2.0,6.300000000000002,120.26504235756516,290.2435214658525,290.2196399116232,290.19742320145195,290.17695558699756,290.1583159848917,1.1164176950280351,1.0663918723880705,0.9916161505804442,0.912129494757236,0.8292015208163361,0.719391237050824,50.0,90.0,0.016977778440511015,0.8572123903134606
1999-01-01 10:30:00-07:00,617.0,0.0,0.62,10.0,265.7074174523899,59.98061446102084,64.49155591223813,163.61223473314362,0.0,63.772437262748156,308.68077093958954,1.0,63.772437262748156,0.0,1.2477728022418986,3.0,7.0,293.63033844112925,293.5823235432447,293.3186066865471,293.2675727459871,293.2491624911907,293.15991768768237,47.39867094025286,17.441277440002494,12.109158045092947,13.755844839316449,18.119025087656112,23.69858866576368,30.595290362001194,90.0,0.14551466891800086,0.6392161333666034
1999-01-01 11:30:00-07:00,497.0,0.0,0.62,11.0,227.72505626446525,62.70853314266504,62.7290269301412,178.89952153531553,0.0,77.13275380733704,227.88305156021536,1.0,77.13275380733704,0.0,1.0149029761155088,4.0,6.800000000000002,212.31453452795128,212.31453452795128,212.31453452795128,212.31453452795128,212.313129997869,212.313129997869,48.071541496881274,29.623259133245206,21.62846874898442,21.65332146886677,29.37479362402154,45.34599822291892,2.1336727682588266,90.0,0.3813844958422636,0.5006933143324752
1999-01-01 12:30:00-07:00,0.0,0.0,0.62,12.0,0.0,60.627132291073785,64.0526843122277,194.271504160763,0.0,0.0,0.0,1.0,0.0,0.0,1.2091778887589495,4.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.86753219232559,269.99999914622634,0.17403535916911048,0.6079462323510604
1999-01-01 13:30:00-07:00,0.0,0.0,0.62,13.0,0.0,54.61822683784773,68.27904200820352,208.64331420418713,0.041262725746572644,0.0,0.0,1.0,0.0,0.0,1.5,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,270.0,0.016977778440511015,0.8572123903134606
1999-01-01 14:30:00-07:00,0.0,0.0,0.62,14.0,0.0,48.95652487735603,74.9049789036728,221.41260578589396,0.4050987899473247,0.0,0.0,1.0,0.0,0.0,1.5,2.0,5.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,270.0,0.016977778440511015,0.8572123903134606
1999-01-01 15:30:00-07:00,0.0,0.0,0.62,15.0,0.0,47.26583644680841,83.33772715221153,232.54748847578333,0.7435518985059167,0.0,0.0,1.0,0.0,0.0,1.5,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,270.0,0.016977778440511015,0.8572123903134606
1999-01-02 08:30:00-07:00,0.0,0.0,0.62,8.0,0.0,48.3670051699464,76.01161455813087,136.78559046650787,0.45422723058924613,0.0,0.0,1.0,0.0,0.0,1.5,-5.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,90.0,0.016977778440511015,0.8572123903134606
1999-01-02 09:30:00-07:00,842.0,0.0,0.62,9.0,300.83540912596743,53.496321032546845,69.0663432491685,149.30643574661127,0.09908698828994462,3.9108603186375683,500.88424585299657,1.0,3.9108603186375683,0.0,1.5,-3.0,3.8,197.91325877053376,487.514646938729,487.47461078019415,487.43736564438774,487.40305277474533,487.37180447081295,1.8716150297472691,1.7877493924097332,1.6623918623216414,1.529136701313709,1.3901123530742445,1.2060212387613496,50.0,90.0,0.016977778440511015,0.8572123903134606
